delivery_year,market_cycle,delivery_demand_units,order_year,orders_placed_units,scenario_id,latest_historical_year,starting_historical_demand_units,is_extension_year
2028,upturn,73,2027,73,278,2025,48.0,False
2029,downturn,63,2028,63,278,2025,48.0,False
2030,upturn,60,2029,60,278,2025,48.0,False
2031,upturn,88,2030,88,278,2025,48.0,False
2032,downturn,72,2031,72,278,2025,48.0,False
2033,upturn,95,2032,95,278,2025,48.0,False
2034,upturn,106,2033,106,278,2025,48.0,False
2035,downturn,85,2034,85,278,2025,48.0,False
2026,downturn,46,2025,46,279,2025,48.0,False
2027,upturn,54,2026,54,279,2025,48.0,False
2028,upturn,53,2027,53,279,2025,48.0,False
2029,downturn,51,2028,51,279,2025,48.0,False
2030,upturn,60,2029,60,279,2025,48.0,False
2031,upturn,95,2030,95,279,2025,48.0,False
2032,downturn,79,2031,79,279,2025,48.0,False
2033,upturn,74,2032,74,279,2025,48.0,False
2034,upturn,103,2033,103,279,2025,48.0,False
2035,downturn,77,2034,77,279,2025,48.0,False
2026,upturn,56,2025,56,280,2025,48.0,False
2027,upturn,57,2026,57,280,2025,48.0,False
2028,downturn,58,2027,58,280,2025,48.0,False
2029,upturn,67,2028,67,280,2025,48.0,False
2030,upturn,63,2029,63,280,2025,48.0,False
2031,downturn,67,2030,67,280,2025,48.0,False
2032,upturn,79,2031,79,280,2025,48.0,False
2033,upturn,89,2032,89,280,2025,48.0,False
2034,downturn,88,2033,88,280,2025,48.0,False
2035,upturn,96,2034,96,280,2025,48.0,False
2026,upturn,52,2025,52,281,2025,48.0,False
2027,upturn,61,2026,61,281,2025,48.0,False
2028,downturn,61,2027,61,281,2025,48.0,False
2029,upturn,67,2028,67,281,2025,48.0,False
2030,upturn,67,2029,67,281,2025,48.0,False
2031,downturn,81,2030,81,281,2025,48.0,False
2032,upturn,90,2031,90,281,2025,48.0,False
2033,upturn,98,2032,98,281,2025,48.0,False
2034,downturn,98,2033,98,281,2025,48.0,False
2035,upturn,105,2034,105,281,2025,48.0,False
2026,downturn,45,2025,45,282,2025,48.0,False
2027,upturn,52,2026,52,282,2025,48.0,False
2028,upturn,53,2027,53,282,2025,48.0,False
2029,downturn,49,2028,49,282,2025,48.0,False
2030,upturn,56,2029,56,282,2025,48.0,False
2031,upturn,77,2030,77,282,2025,48.0,False
2032,downturn,73,2031,73,282,2025,48.0,False
2033,upturn,87,2032,87,282,2025,48.0,False
2034,upturn,96,2033,96,282,2025,48.0,False
2035,downturn,85,2034,85,282,2025,48.0,False
2026,downturn,49,2025,49,283,2025,48.0,False
2027,upturn,52,2026,52,283,2025,48.0,False
2028,upturn,54,2027,54,283,2025,48.0,False
2029,downturn,52,2028,52,283,2025,48.0,False
2030,upturn,56,2029,56,283,2025,48.0,False
2031,upturn,79,2030,79,283,2025,48.0,False
2032,downturn,67,2031,67,283,2025,48.0,False
2033,upturn,83,2032,83,283,2025,48.0,False
2034,upturn,95,2033,95,283,2025,48.0,False
2035,downturn,86,2034,86,283,2025,48.0,False
2026,upturn,51,2025,51,284,2025,48.0,False
2027,upturn,60,2026,60,284,2025,48.0,False
2028,downturn,63,2027,63,284,2025,48.0,False
2029,upturn,72,2028,72,284,2025,48.0,False
2030,upturn,70,2029,70,284,2025,48.0,False
2031,downturn,89,2030,89,284,2025,48.0,False
2032,upturn,86,2031,86,284,2025,48.0,False
2033,upturn,89,2032,89,284,2025,48.0,False
2034,downturn,90,2033,90,284,2025,48.0,False
2035,upturn,93,2034,93,284,2025,48.0,False
2026,downturn,47,2025,47,285,2025,48.0,False
2027,upturn,64,2026,64,285,2025,48.0,False
2028,upturn,61,2027,61,285,2025,48.0,False
2029,downturn,58,2028,58,285,2025,48.0,False
2030,upturn,61,2029,61,285,2025,48.0,False
2031,upturn,94,2030,94,285,2025,48.0,False
2032,downturn,79,2031,79,285,2025,48.0,False
2033,upturn,79,2032,79,285,2025,48.0,False
2034,upturn,89,2033,89,285,2025,48.0,False
2035,downturn,83,2034,83,285,2025,48.0,False
2026,downturn,43,2025,43,286,2025,48.0,False
2027,upturn,51,2026,51,286,2025,48.0,False
2028,upturn,57,2027,57,286,2025,48.0,False
2029,downturn,53,2028,53,286,2025,48.0,False
2030,upturn,59,2029,59,286,2025,48.0,False
2031,upturn,82,2030,82,286,2025,48.0,False
2032,downturn,58,2031,58,286,2025,48.0,False
2033,upturn,65,2032,65,286,2025,48.0,False
2034,upturn,59,2033,59,286,2025,48.0,False
2035,downturn,72,2034,72,286,2025,48.0,False
2026,upturn,55,2025,55,287,2025,48.0,False
2027,upturn,60,2026,60,287,2025,48.0,False
2028,downturn,58,2027,58,287,2025,48.0,False
2029,upturn,62,2028,62,287,2025,48.0,False
2030,upturn,59,2029,59,287,2025,48.0,False
2031,downturn,81,2030,81,287,2025,48.0,False
2032,upturn,88,2031,88,287,2025,48.0,False
2033,upturn,90,2032,90,287,2025,48.0,False
2034,downturn,80,2033,80,287,2025,48.0,False
2035,upturn,90,2034,90,287,2025,48.0,False
2026,downturn,49,2025,49,288,2025,48.0,False
2027,upturn,54,2026,54,288,2025,48.0,False
2028,upturn,61,2027,61,288,2025,48.0,False
2029,downturn,55,2028,55,288,2025,48.0,False
2030,upturn,67,2029,67,288,2025,48.0,False
2031,upturn,109,2030,109,288,2025,48.0,False
2032,downturn,94,2031,94,288,2025,48.0,False
2033,upturn,96,2032,96,288,2025,48.0,False
2034,upturn,96,2033,96,288,2025,48.0,False
2035,downturn,88,2034,88,288,2025,48.0,False
2026,downturn,54,2025,54,289,2025,48.0,False
2027,upturn,61,2026,61,289,2025,48.0,False
2028,upturn,65,2027,65,289,2025,48.0,False
2029,downturn,61,2028,61,289,2025,48.0,False
2030,upturn,66,2029,66,289,2025,48.0,False
2031,upturn,86,2030,86,289,2025,48.0,False
2032,downturn,71,2031,71,289,2025,48.0,False
2033,upturn,81,2032,81,289,2025,48.0,False
2034,upturn,93,2033,93,289,2025,48.0,False
2035,downturn,86,2034,86,289,2025,48.0,False
2026,upturn,55,2025,55,290,2025,48.0,False
2027,upturn,57,2026,57,290,2025,48.0,False
2028,downturn,51,2027,51,290,2025,48.0,False
2029,upturn,60,2028,60,290,2025,48.0,False
2030,upturn,64,2029,64,290,2025,48.0,False
2031,downturn,86,2030,86,290,2025,48.0,False
2032,upturn,81,2031,81,290,2025,48.0,False
2033,upturn,87,2032,87,290,2025,48.0,False
2034,downturn,74,2033,74,290,2025,48.0,False
2035,upturn,73,2034,73,290,2025,48.0,False
2026,upturn,64,2025,64,291,2025,48.0,False
2027,upturn,70,2026,70,291,2025,48.0,False
2028,downturn,71,2027,71,291,2025,48.0,False
2029,upturn,65,2028,65,291,2025,48.0,False
2030,upturn,66,2029,66,291,2025,48.0,False
2031,downturn,74,2030,74,291,2025,48.0,False
2032,upturn,74,2031,74,291,2025,48.0,False
2033,upturn,87,2032,87,291,2025,48.0,False
2034,downturn,82,2033,82,291,2025,48.0,False
2035,upturn,92,2034,92,291,2025,48.0,False
2026,downturn,55,2025,55,292,2025,48.0,False
2027,upturn,64,2026,64,292,2025,48.0,False
2028,upturn,73,2027,73,292,2025,48.0,False
2029,downturn,67,2028,67,292,2025,48.0,False
2030,upturn,62,2029,62,292,2025,48.0,False
2031,upturn,97,2030,97,292,2025,48.0,False
2032,downturn,78,2031,78,292,2025,48.0,False
2033,upturn,81,2032,81,292,2025,48.0,False
2034,upturn,84,2033,84,292,2025,48.0,False
2035,downturn,73,2034,73,292,2025,48.0,False
2026,downturn,42,2025,42,293,2025,48.0,False
2027,upturn,45,2026,45,293,2025,48.0,False
2028,upturn,52,2027,52,293,2025,48.0,False
2029,downturn,54,2028,54,293,2025,48.0,False
2030,upturn,62,2029,62,293,2025,48.0,False
2031,upturn,64,2030,64,293,2025,48.0,False
2032,downturn,69,2031,69,293,2025,48.0,False
2033,upturn,72,2032,72,293,2025,48.0,False
2034,upturn,93,2033,93,293,2025,48.0,False
2035,downturn,92,2034,92,293,2025,48.0,False
2026,upturn,57,2025,57,294,2025,48.0,False
2027,upturn,61,2026,61,294,2025,48.0,False
2028,downturn,62,2027,62,294,2025,48.0,False
2029,upturn,68,2028,68,294,2025,48.0,False
2030,upturn,71,2029,71,294,2025,48.0,False
2031,downturn,83,2030,83,294,2025,48.0,False
2032,upturn,85,2031,85,294,2025,48.0,False
2033,upturn,90,2032,90,294,2025,48.0,False
2034,downturn,63,2033,63,294,2025,48.0,False
2035,upturn,86,2034,86,294,2025,48.0,False
2026,downturn,43,2025,43,295,2025,48.0,False
2027,upturn,52,2026,52,295,2025,48.0,False
2028,upturn,55,2027,55,295,2025,48.0,False
2029,downturn,52,2028,52,295,2025,48.0,False
2030,upturn,58,2029,58,295,2025,48.0,False
2031,upturn,92,2030,92,295,2025,48.0,False
2032,downturn,90,2031,90,295,2025,48.0,False
2033,upturn,100,2032,100,295,2025,48.0,False
2034,upturn,101,2033,101,295,2025,48.0,False
2035,downturn,74,2034,74,295,2025,48.0,False
2026,upturn,60,2025,60,296,2025,48.0,False
2027,upturn,58,2026,58,296,2025,48.0,False
2028,downturn,52,2027,52,296,2025,48.0,False
2029,upturn,48,2028,48,296,2025,48.0,False
2030,upturn,56,2029,56,296,2025,48.0,False
2031,downturn,80,2030,80,296,2025,48.0,False
2032,upturn,82,2031,82,296,2025,48.0,False
2033,upturn,84,2032,84,296,2025,48.0,False
2034,downturn,71,2033,71,296,2025,48.0,False
2035,upturn,89,2034,89,296,2025,48.0,False
2026,downturn,45,2025,45,297,2025,48.0,False
2027,upturn,47,2026,47,297,2025,48.0,False
2028,upturn,56,2027,56,297,2025,48.0,False
2029,downturn,50,2028,50,297,2025,48.0,False
2030,upturn,57,2029,57,297,2025,48.0,False
2031,upturn,79,2030,79,297,2025,48.0,False
2032,downturn,67,2031,67,297,2025,48.0,False
2033,upturn,93,2032,93,297,2025,48.0,False
2034,upturn,90,2033,90,297,2025,48.0,False
2035,downturn,76,2034,76,297,2025,48.0,False
2026,downturn,45,2025,45,298,2025,48.0,False
2027,upturn,42,2026,42,298,2025,48.0,False
2028,upturn,46,2027,46,298,2025,48.0,False
2029,downturn,52,2028,52,298,2025,48.0,False
2030,upturn,59,2029,59,298,2025,48.0,False
2031,upturn,100,2030,100,298,2025,48.0,False
2032,downturn,89,2031,89,298,2025,48.0,False
2033,upturn,91,2032,91,298,2025,48.0,False
2034,upturn,94,2033,94,298,2025,48.0,False
2035,downturn,83,2034,83,298,2025,48.0,False
2026,downturn,47,2025,47,299,2025,48.0,False
2027,upturn,56,2026,56,299,2025,48.0,False
2028,upturn,53,2027,53,299,2025,48.0,False
2029,downturn,49,2028,49,299,2025,48.0,False
2030,upturn,60,2029,60,299,2025,48.0,False
2031,upturn,80,2030,80,299,2025,48.0,False
2032,downturn,83,2031,83,299,2025,48.0,False
2033,upturn,85,2032,85,299,2025,48.0,False
2034,upturn,66,2033,66,299,2025,48.0,False
2035,downturn,69,2034,69,299,2025,48.0,False
2026,upturn,62,2025,62,300,2025,48.0,False
2027,upturn,75,2026,75,300,2025,48.0,False
2028,downturn,72,2027,72,300,2025,48.0,False
2029,upturn,67,2028,67,300,2025,48.0,False
2030,upturn,70,2029,70,300,2025,48.0,False
2031,downturn,76,2030,76,300,2025,48.0,False
2032,upturn,76,2031,76,300,2025,48.0,False
2033,upturn,82,2032,82,300,2025,48.0,False
2034,downturn,76,2033,76,300,2025,48.0,False
2035,upturn,83,2034,83,300,2025,48.0,False
